,city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,country_cyrilic
158,Guayaquil,Guayaquil,-2.22,-79.92,Ecuador,EC,ECU,Guayas,admin,2514000.0,Еквадор
159,George Town,George Town,5.4136,100.3294,Malaysia,MY,MYS,Pulau Pinang,admin,2500000.0,Малезија
160,Mashhad,Mashhad,36.27,59.57,Iran,IR,IRN,Khorāsān-e Raẕavī,admin,2469000.0,Иран
161,Damascus,Damascus,33.5,36.3,Syria,SY,SYR,Dimashq,primary,2466000.0,Сирија
162,Daegu,Daegu,35.8668,128.607,"Korea, South",KR,KOR,Daegu,admin,2460000.0,Јужна Кореја
163,Nāgpur,Nagpur,21.17,79.09,India,IN,IND,Mahārāshtra,,2454000.0,Индија
164,Lianshan,Lianshan,40.7503,120.83,China,CN,CHN,Liaoning,minor,2426000.0,Кина
165,Shijiazhuang,Shijiazhuang,38.05,114.48,China,CN,CHN,Hebei,admin,2417000.0,Кина
166,Tunis,Tunis,36.8028,10.1797,Tunisia,TN,TUN,Tunis,primary,2412500.0,Тунис
167,Vienna,Vienna,48.2,16.3666,Austria,AT,AUT,Wien,primary,2400000.0,Австрија
168,Jilin,Jilin,43.85,126.55,China,CN,CHN,Jilin,,2396000.0,Кина
169,Omdurman,Omdurman,15.6167,32.48,Sudan,SD,SDN,Khartoum,,2395159.0,Судан
170,Bandung,Bandung,-6.95,107.57,Indonesia,ID,IDN,Jawa Barat,admin,2394000.0,Индонезија
171,Bekasi,Bekasi,-6.2173,106.9723,Indonesia,ID,IDN,Jawa Barat,,2378211.0,Индонезија
172,Mannheim,Mannheim,49.5004,8.47,Germany,DE,DEU,Baden-Württemberg,minor,2362000.0,Германија
173,Nanchang,Nanchang,28.68,115.88,China,CN,CHN,Jiangxi,admin,2350000.0,Кина
174,Wenzhou,Wenzhou,28.02,120.6501,China,CN,CHN,Zhejiang,,2350000.0,Кина
175,Queens,Queens,40.7498,-73.7976,United States,US,USA,New York,,2333054.0,Соединети Американски Држави
176,Vancouver,Vancouver,49.2734,-123.1216,Canada,CA,CAN,British Columbia,,2313328.0,Канада
177,Birmingham,Birmingham,52.475,-1.92,United Kingdom,GB,GBR,Birmingham,admin,2285000.0,Обединето Кралство
178,Cali,Cali,3.4,-76.5,Colombia,CO,COL,Valle del Cauca,admin,2254000.0,Колумбија
179,Naples,Naples,40.84,14.245,Italy,IT,ITA,Campania,admin,2250000.0,Италија
180,Sendai,Sendai,38.2871,141.0217,Japan,JP,JPN,Miyagi,admin,2250000.0,Јапонија
181,Manchester,Manchester,53.5004,-2.248,United Kingdom,GB,GBR,Manchester,admin,2230000.0,Обединето Кралство
182,Puebla,Puebla,19.05,-98.2,Mexico,MX,MEX,Puebla,admin,2195000.0,Мексико
183,Tripoli,Tripoli,32.8925,13.18,Libya,LY,LBY,Ţarābulus,primary,2189000.0,Либија
184,Tashkent,Tashkent,41.3117,69.2949,Uzbekistan,UZ,UZB,Toshkent,primary,2184000.0,Узбекистан
185,Havana,Havana,23.132,-82.3642,Cuba,CU,CUB,La Habana,primary,2174000.0,Куба
186,Gaoping,Gaoping,30.7804,106.13,China,CN,CHN,Sichuan,minor,2174000.0,Кина
187,Baltimore,Baltimore,39.3051,-76.6144,United States,US,USA,Maryland,,2170504.0,Соединети Американски Држави
188,Nanning,Nanning,22.82,108.32,China,CN,CHN,Guangxi,admin,2167000.0,Кина
189,Belém,Belem,-1.45,-48.48,Brazil,BR,BRA,Pará,admin,2167000.0,Бразил
190,Patna,Patna,25.625,85.13,India,IN,IND,Bihār,admin,2158000.0,Индија
191,Santo Domingo,Santo Domingo,18.4701,-69.9001,Dominican Republic,DO,DOM,Ozama,primary,2154000.0,Доминиканска Република
192,Ürümqi,Urumqi,43.805,87.575,China,CN,CHN,Xinjiang,admin,2151000.0,Кина
193,Zaozhuang,Zaozhuang,34.88,117.57,China,CN,CHN,Shandong,,2145000.0,Кина
194,Baku,Baku,40.3953,49.8622,Azerbaijan,AZ,AZE,Bakı,primary,2122300.0,Азербејџан
195,Accra,Accra,5.55,-0.2167,Ghana,GH,GHA,Greater Accra,primary,2121000.0,Гана
196,Yantai,Yantai,37.5304,121.4,China,CN,CHN,Shandong,,2116000.0,Кина
197,Medan,Medan,3.58,98.65,Indonesia,ID,IDN,Sumatera Utara,admin,2115000.0,Индонезија
198,Santa Cruz,Santa Cruz,-17.7539,-63.226,Bolivia,BO,BOL,Santa Cruz,,2102998.0,Боливија
199,Tongshan,Tongshan,34.28,117.18,China,CN,CHN,Jiangsu,minor,2091000.0,Кина
200,Riverside,Riverside,33.9381,-117.3948,United States,US,USA,California,,2084749.0,Соединети Американски Држави
201,Linyi,Linyi,35.08,118.33,China,CN,CHN,Shandong,,2082000.0,Кина
202,St. Louis,St. Louis,38.6358,-90.2451,United States,US,USA,Missouri,,2078283.0,Соединети Американски Држави
203,Las Vegas,Las Vegas,36.2333,-115.2654,United States,US,USA,Nevada,,2073045.0,Соединети Американски Држави
204,Maracaibo,Maracaibo,10.73,-71.66,Venezuela,VE,VEN,Zulia,admin,2072000.0,Венецуела
205,Kuwait City,Kuwait City,29.3697,47.9783,Kuwait,KW,KWT,Al ‘Āşimah,primary,2063000.0,Кувајт
206,Ad Dammām,Ad Dammam,26.4282,50.0997,Saudi Arabia,SA,SAU,Ash Sharqīyah,admin,2054710.0,Саудиска Арабија
207,Portland,Portland,45.5371,-122.65,United States,US,USA,Oregon,,2052796.0,Соединети Американски Држави
208,Haikou,Haikou,20.05,110.32,China,CN,CHN,Hainan,admin,2046189.0,Кина
209,Hiroshima,Hiroshima,34.3878,132.4429,Japan,JP,JPN,Hiroshima,admin,2045000.0,Јапонија
210,Baotou,Baotou,40.6522,109.822,China,CN,CHN,Inner Mongolia,,2036000.0,Кина
211,Hefei,Hefei,31.85,117.28,China,CN,CHN,Anhui,admin,2035000.0,Кина
212,Indore,Indore,22.7151,75.865,India,IN,IND,Madhya Pradesh,,2026000.0,Индија
213,Goiânia,Goiania,-16.72,-49.3,Brazil,BR,BRA,Goiás,admin,2022000.0,Бразил
214,Sanaa,Sanaa,15.3547,44.2066,Yemen,YE,YEM,Amānat al ‘Āşimah,primary,2008000.0,Јемен
215,San Antonio,San Antonio,29.4658,-98.5254,United States,US,USA,Texas,,2002530.0,Соединети Американски Држави
216,Port-au-Prince,Port-au-Prince,18.541,-72.336,Haiti,HT,HTI,Ouest,primary,1998000.0,Хаити
217,Haiphong,Haiphong,20.83,106.6801,Vietnam,VN,VNM,Hải Phòng,admin,1969000.0,Виетнам
218,Suzhou,Suzhou,33.6361,116.9789,China,CN,CHN,Anhui,,1964000.0,Кина
219,Nanyang,Nanyang,33.0004,112.53,China,CN,CHN,Henan,,1944000.0,Кина
220,Bucharest,Bucharest,44.4334,26.0999,Romania,RO,ROU,Bucureşti,primary,1942000.0,Романија
221,Ningbo,Ningbo,29.88,121.55,China,CN,CHN,Zhejiang,minor,1923000.0,Кина
222,Douala,Douala,4.0604,9.71,Cameroon,CM,CMR,Littoral,admin,1906000.0,Камерун
223,Tangshan,Tangshan,39.6243,118.1944,China,CN,CHN,Hebei,,1879000.0,Кина
224,Tainan,Tainan,23.0,120.2,Taiwan,TW,TWN,Tainan,admin,1876312.0,Тајван
225,Xiping,Xiping,40.08,113.3,China,CN,CHN,Shanxi,minor,1873000.0,Кина
226,Asunción,Asuncion,-25.2964,-57.6415,Paraguay,PY,PRY,Asunción,primary,1870000.0,Парагвај
227,Saidu Sharif,Saidu Sharif,34.75,72.35,Pakistan,PK,PAK,Khyber Pakhtunkhwa,minor,1860310.0,Пакистан
228,Brisbane,Brisbane,-27.455,153.0351,Australia,AU,AUS,Queensland,admin,1860000.0,Австралија
229,Rawalpindi,Rawalpindi,33.6,73.04,Pakistan,PK,PAK,Punjab,minor,1858000.0,Пакистан
230,Sacramento,Sacramento,38.5667,-121.4683,United States,US,USA,California,admin,1854698.0,Соединети Американски Држави
231,Beirut,Beirut,33.872,35.5097,Lebanon,LB,LBN,Beyrouth,primary,1846000.0,Либан
232,San Jose,San Jose,37.3021,-121.8489,United States,US,USA,California,,1821899.0,Соединети Американски Држави
233,Minsk,Minsk,53.9,27.5666,Belarus,BY,BLR,Minsk,primary,1805000.0,Белорусија
234,Kyōto,Kyoto,35.03,135.75,Japan,JP,JPN,Kyōto,admin,1805000.0,Јапонија
235,Barranquilla,Barranquilla,10.96,-74.8,Colombia,CO,COL,Atlántico,admin,1798000.0,Колумбија
236,Orlando,Orlando,28.4772,-81.3369,United States,US,USA,Florida,,1776841.0,Соединети Американски Држави
237,Shuyangzha,Shuyangzha,34.1299,118.7734,China,CN,CHN,Jiangsu,,1770000.0,Кина
238,Valencia,Valencia,10.23,-67.98,Venezuela,VE,VEN,Carabobo,admin,1770000.0,Венецуела
239,Hamburg,Hamburg,53.55,10.0,Germany,DE,DEU,Hamburg,admin,1757000.0,Германија
240,Vadodara,Vadodara,22.31,73.18,India,IN,IND,Gujarāt,,1756000.0,Индија
241,Manaus,Manaus,-3.1,-60.0,Brazil,BR,BRA,Amazonas,admin,1753000.0,Бразил
242,Shangqiu,Shangqiu,34.4504,115.65,China,CN,CHN,Henan,,1753000.0,Кина
243,Wuxi,Wuxi,31.58,120.3,China,CN,CHN,Jiangsu,minor,1749000.0,Кина
244,Palembang,Palembang,-2.98,104.75,Indonesia,ID,IDN,Sumatera Selatan,admin,1749000.0,Индонезија
245,Brussels,Brussels,50.8333,4.3333,Belgium,BE,BEL,Brussels-Capital Region,primary,1743000.0,Белгија
246,Essen,Essen,51.45,7.0166,Germany,DE,DEU,North Rhine-Westphalia,minor,1742135.0,Германија
247,Cleveland,Cleveland,41.4767,-81.6805,United States,US,USA,Ohio,,1730363.0,Соединети Американски Држави
248,Bhopal,Bhopal,23.25,77.41,India,IN,IND,Madhya Pradesh,admin,1727000.0,Индија
249,Hohhot,Hohhot,40.82,111.66,China,CN,CHN,Inner Mongolia,admin,1726000.0,Кина
250,Pittsburgh,Pittsburgh,40.4396,-79.9763,United States,US,USA,Pennsylvania,,1715297.0,Соединети Американски Држави
251,Luoyang,Luoyang,34.68,112.4701,China,CN,CHN,Henan,,1715000.0,Кина
252,Santos,Santos,-23.9537,-46.3329,Brazil,BR,BRA,São Paulo,,1709000.0,Бразил
253,Jingling,Jingling,30.6501,113.16,China,CN,CHN,Hubei,,1708000.0,Кина
254,Warsaw,Warsaw,52.25,21.0,Poland,PL,POL,Mazowieckie,primary,1707000.0,Полска
255,Rabat,Rabat,34.0253,-6.8361,Morocco,MA,MAR,Rabat-Salé-Kénitra,primary,1705000.0,Мароко
256,Vitória,Vitoria,-20.324,-40.366,Brazil,BR,BRA,Espírito Santo,admin,1704000.0,Бразил
257,Quito,Quito,-0.215,-78.5001,Ecuador,EC,ECU,Pichincha,primary,1701000.0,Еквадор
258,Antananarivo,Antananarivo,-18.9166,47.5166,Madagascar,MG,MDG,Antananarivo,primary,1697000.0,Мадагаскар
259,Coimbatore,Coimbatore,11.0,76.95,India,IN,IND,Tamil Nādu ,,1696000.0,Индија
260,Daqing,Daqing,46.58,125.0,China,CN,CHN,Heilongjiang,,1693000.0,Кина
261,Lu’an,Lu'an,31.7503,116.48,China,CN,CHN,Anhui,minor,1690000.0,Кина
262,Sanzhou,Sanzhou,30.82,108.4,China,CN,CHN,Chongqing,,1680000.0,Кина
263,Budapest,Budapest,47.5,19.0833,Hungary,HU,HUN,Budapest,primary,1679000.0,Унгарија
264,Turin,Turin,45.0704,7.67,Italy,IT,ITA,Piedmont,admin,1652000.0,Италија
265,Suzhou,Suzhou,31.3005,120.62,China,CN,CHN,Jiangsu,minor,1650000.0,Кина
266,Ludhiāna,Ludhiana,30.9278,75.8723,India,IN,IND,Punjab,,1649000.0,Индија
267,Cincinnati,Cincinnati,39.1412,-84.506,United States,US,USA,Ohio,,1648254.0,Соединети Американски Држави
268,Kumasi,Kumasi,6.69,-1.63,Ghana,GH,GHA,Ashanti,admin,1646000.0,Гана
269,Manhattan,Manhattan,40.7834,-73.9662,United States,US,USA,New York,,1643734.0,Соединети Американски Држави
270,Qiqihar,Qiqihar,47.345,123.99,China,CN,CHN,Heilongjiang,minor,1641000.0,Кина
271,Anshan,Anshan,41.115,122.94,China,CN,CHN,Liaoning,,1639000.0,Кина
272,Austin,Austin,30.3006,-97.7517,United States,US,USA,Texas,admin,1638716.0,Соединети Американски Држави
273,Zhongli,Zhongli,24.965,121.2168,Taiwan,TW,TWN,Taoyuan,,1632616.0,Тајван
274,Handan,Handan,36.58,114.48,China,CN,CHN,Hebei,,1631000.0,Кина
275,Tai’an,Tai'an,36.2,117.1201,China,CN,CHN,Shandong,,1629000.0,Кина
276,Eşfahān,Esfahan,32.7,51.7,Iran,IR,IRN,Eşfahān,admin,1628000.0,Иран
277,Kansas City,Kansas City,39.1239,-94.5541,United States,US,USA,Missouri,,1615621.0,Соединети Американски Држави
278,Yaoundé,Yaounde,3.8667,11.5167,Cameroon,CM,CMR,Centre,primary,1611000.0,Камерун
279,Shantou,Shantou,23.37,116.67,China,CN,CHN,Guangdong,minor,1601000.0,Кина
280,Āgra,Agra,27.1704,78.015,India,IN,IND,Uttar Pradesh,,1592000.0,Индија
281,Zhanjiang,Zhanjiang,21.2,110.38,China,CN,CHN,Guangdong,minor,1590000.0,Кина
282,La Paz,La Paz,-16.498,-68.15,Bolivia,BO,BOL,La Paz,primary,1590000.0,Боливија
283,Kalyān,Kalyan,19.2502,73.1602,India,IN,IND,Mahārāshtra,,1576614.0,Индија
284,Abuja,Abuja,9.0833,7.5333,Nigeria,NG,NGA,Federal Capital Territory,primary,1576000.0,Нигерија
285,Harare,Harare,-17.8178,31.0447,Zimbabwe,ZW,ZWE,Harare,primary,1572000.0,Зимбабве
286,Indianapolis,Indianapolis,39.7771,-86.1458,United States,US,USA,Indiana,admin,1564699.0,Соединети Американски Држави
287,Xiantao,Xiantao,30.3704,113.44,China,CN,CHN,Hubei,,1556000.0,Кина
288,Khulna,Khulna,22.84,89.56,Bangladesh,BD,BGD,Khulna,admin,1553000.0,Бангладеш
289,Weifang,Weifang,36.7204,119.1001,China,CN,CHN,Shandong,,1553000.0,Кина
290,Tijuana,Tijuana,32.5,-117.08,Mexico,MX,MEX,Baja California,minor,1553000.0,Мексико
291,Santiago,Santiago,19.5,-70.67,Dominican Republic,DO,DOM,Cibao Norte,admin,1550753.0,Доминиканска Република
292,Xinyang,Xinyang,32.1304,114.07,China,CN,CHN,Henan,,1541000.0,Кина
293,Luzhou,Luzhou,28.88,105.38,China,CN,CHN,Sichuan,minor,1537000.0,Кина
294,Perth,Perth,-31.955,115.84,Australia,AU,AUS,Western Australia,admin,1532000.0,Австралија
295,Toluca,Toluca,19.3304,-99.67,Mexico,MX,MEX,México,admin,1531000.0,Мексико
296,Vishākhapatnam,Vishakhapatnam,17.73,83.305,India,IN,IND,Andhra Pradesh,,1529000.0,Индија
297,Leeds,Leeds,53.83,-1.58,United Kingdom,GB,GBR,Leeds,admin,1529000.0,Обединето Кралство
298,Kōbe,Kobe,34.68,135.17,Japan,JP,JPN,Hyōgo,admin,1528478.0,Јапонија
299,Columbus,Columbus,39.986,-82.9851,United States,US,USA,Ohio,admin,1528314.0,Соединети Американски Држави
300,Multan,Multan,30.2,71.455,Pakistan,PK,PAK,Punjab,minor,1522000.0,Пакистан
301,Kochi,Kochi,10.015,76.2239,India,IN,IND,Kerala,,1519000.0,Индија
302,Montevideo,Montevideo,-34.858,-56.1711,Uruguay,UY,URY,Montevideo,primary,1513000.0,Уругвај
303,Gujranwala,Gujranwala,32.1604,74.185,Pakistan,PK,PAK,Punjab,minor,1513000.0,Пакистан
304,Niterói,Niteroi,-22.9,-43.1,Brazil,BR,BRA,Rio de Janeiro,,1500513.0,Бразил
305,Ganzhou,Ganzhou,25.92,114.95,China,CN,CHN,Jiangxi,minor,1500000.0,Кина
306,Florence,Florence,43.78,11.25,Italy,IT,ITA,Tuscany,admin,1500000.0,Италија
307,Liuzhou,Liuzhou,24.28,109.25,China,CN,CHN,Guangxi,minor,1497000.0,Кина
308,Bamako,Bamako,12.65,-8.0,Mali,ML,MLI,Bamako,primary,1494000.0,Мали
309,Conakry,Conakry,9.5315,-13.6802,Guinea,GN,GIN,Conakry,primary,1494000.0,Гвинеја
310,Bursa,Bursa,40.2,29.07,Turkey,TR,TUR,Bursa,admin,1492000.0,Турција
311,León de los Aldama,Leon de los Aldama,21.15,-101.7,Mexico,MX,MEX,Guanajuato,minor,1488000.0,Мексико
312,Virginia Beach,Virginia Beach,36.7335,-76.0435,United States,US,USA,Virginia,,1480383.0,Соединети Американски Држави
313,Nāsik,Nasik,20.0004,73.78,India,IN,IND,Mahārāshtra,,1473000.0,Индија
314,Fushun,Fushun,41.8654,123.87,China,CN,CHN,Liaoning,,1470000.0,Кина
315,Changde,Changde,29.03,111.68,China,CN,CHN,Hunan,minor,1469000.0,Кина
316,Daejeon,Daejeon,36.3355,127.425,"Korea, South",KR,KOR,Daejeon,admin,1468000.0,Јужна Кореја
317,Charlotte,Charlotte,35.2079,-80.8304,United States,US,USA,North Carolina,,1467362.0,Соединети Американски Држави
318,Phnom Penh,Phnom Penh,11.55,104.9166,Cambodia,KH,KHM,Phnom Penh,primary,1466000.0,Камбоџа
319,Neijiang,Neijiang,29.5804,105.05,China,CN,CHN,Sichuan,minor,1466000.0,Кина
320,Quanzhou,Quanzhou,24.9,118.58,China,CN,CHN,Fujian,minor,1463000.0,Кина
321,Kharkiv,Kharkiv,50.0,36.25,Ukraine,UA,UKR,Kharkivs’ka Oblast’,admin,1461000.0,Украина
322,Hyderabad City,Hyderabad City,25.38,68.375,Pakistan,PK,PAK,Sindh,,1459000.0,Пакистан
323,Bronx,Bronx,40.8501,-73.8662,United States,US,USA,New York,,1455720.0,Соединети Американски Држави
324,Lomé,Lome,6.1319,1.2228,Togo,TG,TGO,Maritime,primary,1452000.0,Того
325,Córdoba,Cordoba,-31.4,-64.1823,Argentina,AR,ARG,Córdoba,admin,1452000.0,Аргентина
326,Huainan,Huainan,32.63,116.98,China,CN,CHN,Anhui,,1451000.0,Кина
327,Doha,Doha,25.2866,51.533,Qatar,QA,QAT,Ad Dawḩah,primary,1450000.0,Катар
328,Kuala Lumpur,Kuala Lumpur,3.1667,101.7,Malaysia,MY,MYS,Kuala Lumpur ,primary,1448000.0,Малезија
329,Maputo,Maputo,-25.9553,32.5892,Mozambique,MZ,MOZ,Maputo,primary,1446000.0,Мозамбик
330,Kaduna,Kaduna,10.52,7.44,Nigeria,NG,NGA,Kaduna,admin,1442000.0,Нигерија
331,Gwangju,Gwangju,35.171,126.9104,"Korea, South",KR,KOR,Gwangju,admin,1440000.0,Јужна Кореја
332,Kawanakajima,Kawanakajima,35.53,139.705,Japan,JP,JPN,Kanagawa,,1437266.0,Јапонија
333,San Salvador,San Salvador,13.71,-89.203,El Salvador,SV,SLV,San Salvador,primary,1433000.0,Ел Салвадор
334,Suining,Suining,30.5333,105.5333,China,CN,CHN,Sichuan,minor,1425000.0,Кина
335,Lyon,Lyon,45.77,4.83,France,FR,FRA,Auvergne-Rhône-Alpes,admin,1423000.0,Франција
336,Karaj,Karaj,35.8004,50.97,Iran,IR,IRN,Alborz,admin,1423000.0,Иран
337,Kampala,Kampala,0.3167,32.5833,Uganda,UG,UGA,Kampala,primary,1420000.0,Уганда
338,Tabrīz,Tabriz,38.0863,46.3012,Iran,IR,IRN,Āz̄arbāyjān-e Sharqī,admin,1413000.0,Иран
339,The Hague,The Hague,52.08,4.27,Netherlands,NL,NLD,Zuid-Holland,primary,1406000.0,Холандија
340,Davao,Davao,7.11,125.63,Philippines,PH,PHL,Davao,admin,1402000.0,Филипини
341,Marseille,Marseille,43.29,5.375,France,FR,FRA,Provence-Alpes-Côte d’Azur,admin,1400000.0,Франција
342,Meerut,Meerut,29.0004,77.7,India,IN,IND,Uttar Pradesh,,1398000.0,Индија
343,Mianyang,Mianyang,31.47,104.77,China,CN,CHN,Sichuan,minor,1396000.0,Кина
344,Semarang,Semarang,-6.9666,110.42,Indonesia,ID,IDN,Jawa Tengah,admin,1396000.0,Индонезија
345,Farīdābād,Faridabad,28.4333,77.3167,India,IN,IND,Haryāna,,1394000.0,Индија
346,Novosibirsk,Novosibirsk,55.03,82.96,Russia,RU,RUS,Novosibirskaya Oblast’,admin,1389000.0,Русија
347,Mecca,Mecca,21.43,39.82,Saudi Arabia,SA,SAU,Makkah al Mukarramah,admin,1385000.0,Саудиска Арабија
348,Dubai,Dubai,25.23,55.28,United Arab Emirates,AE,ARE,Dubayy,admin,1379000.0,Обединети Арапски Емирати
349,Milwaukee,Milwaukee,43.0642,-87.9673,United States,US,USA,Wisconsin,,1377808.0,Соединети Американски Држави
350,Auckland,Auckland,-36.8481,174.763,New Zealand,NZ,NZL,Auckland,admin,1377200.0,Нов Зеланд
351,Ma’anshan,Ma'anshan,31.7304,118.48,China,CN,CHN,Anhui,minor,1366302.0,Кина
352,Brazzaville,Brazzaville,-4.2592,15.2847,Congo (Brazzaville),CG,COG,Brazzaville,primary,1355000.0,Конго - Бразавил
353,Yiyang,Yiyang,28.6004,112.33,China,CN,CHN,Hunan,,1352000.0,Кина
354,Vārānasi,Varanasi,25.33,83.0,India,IN,IND,Uttar Pradesh,,1352000.0,Индија
355,Lubumbashi,Lubumbashi,-11.68,27.48,Congo (Kinshasa),CD,COD,Haut-Katanga,admin,1352000.0,Конго - Киншаса
356,Juárez,Juarez,31.6904,-106.49,Mexico,MX,MEX,Chihuahua,minor,1343000.0,Мексико
357,Ghāziābād,Ghaziabad,28.6604,77.4084,India,IN,IND,Uttar Pradesh,,1341000.0,Индија
358,Pretoria,Pretoria,-25.7069,28.2294,South Africa,ZA,ZAF,Gauteng,primary,1338000.0,Јужноафриканска Република
359,Heze,Heze,35.23,115.45,China,CN,CHN,Shandong,minor,1338000.0,Кина
360,Porto,Porto,41.15,-8.62,Portugal,PT,PRT,Porto,admin,1337000.0,Португалија
361,Āsansol,Asansol,23.6833,86.9833,India,IN,IND,West Bengal,,1328000.0,Индија
362,Lusaka,Lusaka,-15.4166,28.2833,Zambia,ZM,ZMB,Lusaka,primary,1328000.0,Замбија
363,Changzhou,Changzhou,31.78,119.97,China,CN,CHN,Jiangsu,minor,1327000.0,Кина
364,Mosul,Mosul,36.345,43.145,Iraq,IQ,IRQ,Nīnawá,admin,1316000.0,Ирак
365,Yekaterinburg,Yekaterinburg,56.85,60.6,Russia,RU,RUS,Sverdlovskaya Oblast’,admin,1313000.0,Русија
366,Peshawar,Peshawar,34.005,71.535,Pakistan,PK,PAK,Khyber Pakhtunkhwa,admin,1303000.0,Пакистан
367,Mandalay,Mandalay,21.97,96.085,Burma,MM,MMR,Mandalay,admin,1300000.0,Мјанмар (Бурма)
368,Jamshedpur,Jamshedpur,22.7875,86.1975,India,IN,IND,Jharkhand,,1300000.0,Индија
369,Mbuji-Mayi,Mbuji-Mayi,-6.15,23.6,Congo (Kinshasa),CD,COD,Kasaï Oriental,admin,1295000.0,Конго - Киншаса
370,Madura,Madura,9.92,78.12,India,IN,IND,Tamil Nādu ,,1294000.0,Индија
371,Adana,Adana,36.995,35.32,Turkey,TR,TUR,Adana,admin,1293000.0,Турција
372,Sheffield,Sheffield,53.3667,-1.5,United Kingdom,GB,GBR,Sheffield,admin,1292900.0,Обединето Кралство
373,Jabalpur,Jabalpur,23.1751,79.9551,India,IN,IND,Madhya Pradesh,,1285000.0,Индија
374,San José,San Jose,9.935,-84.0841,Costa Rica,CR,CRI,San José,primary,1284000.0,Костарика
375,Panama City,Panama City,8.968,-79.533,Panama,PA,PAN,Panamá,primary,1281000.0,Панама
376,Nizhniy Novgorod,Nizhniy Novgorod,56.333,44.0001,Russia,RU,RUS,Nizhegorodskaya Oblast’,admin,1278000.0,Русија
